Teaching_Year,Test_Year,OrgName,Test_Name,Suppressed_Value
2004-2005,2005,Highgate Elementary School,NECAP Math Grades 3-8,36.69432314
2004-2005,2005,Highgate Elementary School,NECAP Reading Grades 3-8,41.19298246
2004-2005,2005,Highgate Elementary School,NECAP Writing Grade 5,41.83673469
2004-2005,2005,Hinesburg Community School,NECAP Math Grades 3-8,45.24233129
2004-2005,2005,Hinesburg Community School,NECAP Reading Grades 3-8,45.53416149
2004-2005,2005,Hinesburg Community School,NECAP Writing Grade 5,41.35087719
2004-2005,2005,Hinesburg Community School,NECAP Writing Grade 8,43.52173913
2004-2005,2005,Holland Elementary School,NECAP Math Grades 3-8,42.57142857
2004-2005,2005,Holland Elementary School,NECAP Reading Grades 3-8,46.0625
2004-2005,2005,Holland Elementary School,NECAP Writing Grade 5,42.90909091
2004-2005,2005,Hyde Park Elementary School,NECAP Math Grades 3-8,39.95454545
2004-2005,2005,Hyde Park Elementary School,NECAP Reading Grades 3-8,38.82575758
2004-2005,2005,Hyde Park Elementary School,NECAP Writing Grade 5,31.45454545
2004-2005,2005,Integrated Arts Academy at H.O. Wheeler,NECAP Math Grades 3-8,30.52941176
2004-2005,2005,Integrated Arts Academy at H.O. Wheeler,NECAP Reading Grades 3-8,33.51546392
2004-2005,2005,Integrated Arts Academy at H.O. Wheeler,NECAP Writing Grade 5,31.66666667
2004-2005,2005,Irasburg Village School,NECAP Math Grades 3-8,44.08888889
2004-2005,2005,Irasburg Village School,NECAP Reading Grades 3-8,42.58888889
2004-2005,2005,Irasburg Village School,NECAP Writing Grade 5,37.1
2004-2005,2005,Irasburg Village School,NECAP Writing Grade 8,37.71428571
2004-2005,2005,Isle La Motte Elementary School,NECAP Math Grades 3-8,45
2004-2005,2005,Isle La Motte Elementary School,NECAP Reading Grades 3-8,43
2004-2005,2005,Isle La Motte Elementary School,NECAP Writing Grade 5,
2004-2005,2005,J. F. Kennedy Elementary School,NECAP Math Grades 3-8,38.50761421
2004-2005,2005,J. F. Kennedy Elementary School,NECAP Reading Grades 3-8,43.44680851
2004-2005,2005,J. F. Kennedy Elementary School,NECAP Writing Grade 5,40.82352941
2004-2005,2005,J. J. Flynn School,NECAP Math Grades 3-8,42.20812183
2004-2005,2005,J. J. Flynn School,NECAP Reading Grades 3-8,43.78350515
2004-2005,2005,J. J. Flynn School,NECAP Writing Grade 5,34.18867925
2004-2005,2005,Jamaica Village School,NECAP Math Grades 3-8,39.62857143
2004-2005,2005,Jamaica Village School,NECAP Reading Grades 3-8,42.42028986
2004-2005,2005,Jamaica Village School,NECAP Writing Grade 5,49.91666667
2004-2005,2005,Jay/Westfield Joint School,NECAP Math Grades 3-8,45.5
2004-2005,2005,Jay/Westfield Joint School,NECAP Reading Grades 3-8,42.725
2004-2005,2005,Jay/Westfield Joint School,NECAP Writing Grade 5,
2004-2005,2005,Jericho Elementary School,NECAP Math Grades 3-8,48.01935484
2004-2005,2005,Jericho Elementary School,NECAP Reading Grades 3-8,50.16883117
2004-2005,2005,Jericho Elementary School,NECAP Writing Grade 5,44.06
2004-2005,2005,Johnson Elementary School,NECAP Math Grades 3-8,39.80379747
2004-2005,2005,Johnson Elementary School,NECAP Reading Grades 3-8,43.05696203
2004-2005,2005,Johnson Elementary School,NECAP Writing Grade 5,42.76923077
2004-2005,2005,Killington Elementary School,NECAP Math Grades 3-8,51.84615385
2004-2005,2005,Killington Elementary School,NECAP Reading Grades 3-8,51.36538462
2004-2005,2005,Killington Elementary School,NECAP Writing Grade 5,47.81818182
2004-2005,2005,Lakeview US #43,NECAP Math Grades 3-8,41.32
2004-2005,2005,Lakeview US #43,NECAP Reading Grades 3-8,43.21568627
2004-2005,2005,Lakeview US #43,NECAP Writing Grade 5,39.08333333
2004-2005,2005,Lamoille Union Middle School #18,NECAP Math Grades 3-8,40.58870968
2004-2005,2005,Lamoille Union Middle School #18,NECAP Reading Grades 3-8,39.15322581
2004-2005,2005,Lamoille Union Middle School #18,NECAP Writing Grade 8,37.19354839
2004-2005,2005,Leicester Central School,NECAP Math Grades 3-8,42.37777778
2004-2005,2005,Leicester Central School,NECAP Reading Grades 3-8,41.34782609
2004-2005,2005,Leicester Central School,NECAP Writing Grade 5,
2004-2005,2005,Leland & Gray UHS #34,NECAP Math Grades 3-8,43.10526316
2004-2005,2005,Leland & Gray UHS #34,NECAP Reading Grades 3-8,46.61403509
2004-2005,2005,Leland & Gray UHS #34,NECAP Writing Grade 8,38.71929825
2004-2005,2005,Lincoln Community School,NECAP Math Grades 3-8,43.97368421
2004-2005,2005,Lincoln Community School,NECAP Reading Grades 3-8,42.49333333
2004-2005,2005,Lincoln Community School,NECAP Writing Grade 5,36
2004-2005,2005,Lothrop School,NECAP Math Grades 3-8,41.95804196
2004-2005,2005,Lothrop School,NECAP Reading Grades 3-8,45.55244755
2004-2005,2005,Lothrop School,NECAP Writing Grade 5,36.34285714
2004-2005,2005,Lowell Graded School,NECAP Math Grades 3-8,43.56896552
2004-2005,2005,Lowell Graded School,NECAP Reading Grades 3-8,47.62068966
2004-2005,2005,Lowell Graded School,NECAP Writing Grade 5,
2004-2005,2005,Lowell Graded School,NECAP Writing Grade 8,37.38461538
2004-2005,2005,Ludlow Elementary School,NECAP Math Grades 3-8,36.45918367
2004-2005,2005,Ludlow Elementary School,NECAP Reading Grades 3-8,42.81632653
2004-2005,2005,Ludlow Elementary School,NECAP Writing Grade 5,41.25
2004-2005,2005,Lunenburg/Gilman Schools,NECAP Math Grades 3-8,36.60606061
2004-2005,2005,Lunenburg/Gilman Schools,NECAP Reading Grades 3-8,39.31818182
2004-2005,2005,Lunenburg/Gilman Schools,NECAP Writing Grade 5,38.18181818
2004-2005,2005,Lunenburg/Gilman Schools,NECAP Writing Grade 8,36.5
2004-2005,2005,Lyman C. Hunt Middle School,NECAP Math Grades 3-8,41.07335907
2004-2005,2005,Lyman C. Hunt Middle School,NECAP Reading Grades 3-8,47.00784314
2004-2005,2005,Lyman C. Hunt Middle School,NECAP Writing Grade 8,45.55833333
2004-2005,2005,Lyndon Town School,NECAP Math Grades 3-8,38.85756677
2004-2005,2005,Lyndon Town School,NECAP Reading Grades 3-8,39.70326409
2004-2005,2005,Lyndon Town School,NECAP Writing Grade 5,37.58139535
2004-2005,2005,Lyndon Town School,NECAP Writing Grade 8,32.44615385
2004-2005,2005,Main Street Middle School,NECAP Math Grades 3-8,44.95454545
2004-2005,2005,Main Street Middle School,NECAP Reading Grades 3-8,51.30967742
2004-2005,2005,Main Street Middle School,NECAP Writing Grade 8,42.98717949
2004-2005,2005,Malletts Bay School,NECAP Math Grades 3-8,47.16210526
2004-2005,2005,Malletts Bay School,NECAP Reading Grades 3-8,48.45512821
2004-2005,2005,Malletts Bay School,NECAP Writing Grade 5,45.43636364
2004-2005,2005,Manchester Elementary/Middle School,NECAP Math Grades 3-8,45.44444444
2004-2005,2005,Manchester Elementary/Middle School,NECAP Reading Grades 3-8,47.33691756
2004-2005,2005,Manchester Elementary/Middle School,NECAP Writing Grade 5,37.64285714
2004-2005,2005,Manchester Elementary/Middle School,NECAP Writing Grade 8,43.91935484
2004-2005,2005,Marion W. Cross School,NECAP Math Grades 3-8,51.15168539
2004-2005,2005,Marion W. Cross School,NECAP Reading Grades 3-8,52.26404494
2004-2005,2005,Marion W. Cross School,NECAP Writing Grade 5,44.87804878
2004-2005,2005,Marlboro Elementary School,NECAP Math Grades 3-8,43.16666667
2004-2005,2005,Marlboro Elementary School,NECAP Reading Grades 3-8,48.26666667
2004-2005,2005,Marlboro Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Marlboro Elementary School,NECAP Writing Grade 8,
2004-2005,2005,Mettawee Community School US #47,NECAP Math Grades 3-8,47.8245614
2004-2005,2005,Mettawee Community School US #47,NECAP Reading Grades 3-8,48.40869565
2004-2005,2005,Mettawee Community School US #47,NECAP Writing Grade 5,47.35483871
2004-2005,2005,Middlebury ID #4 School,NECAP Math Grades 3-8,45.98880597
2004-2005,2005,Middlebury ID #4 School,NECAP Reading Grades 3-8,46.29007634
2004-2005,2005,Middlebury ID #4 School,NECAP Writing Grade 5,36.71428571
2004-2005,2005,Middlebury Union Middle School #3,NECAP Math Grades 3-8,43.92198582
2004-2005,2005,Middlebury Union Middle School #3,NECAP Reading Grades 3-8,45.76760563
2004-2005,2005,Middlebury Union Middle School #3,NECAP Writing Grade 8,39.83687943
2004-2005,2005,Middletown Springs Elementary School,NECAP Math Grades 3-8,45.97297297
2004-2005,2005,Middletown Springs Elementary School,NECAP Reading Grades 3-8,43.86486486
2004-2005,2005,Middletown Springs Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Mill River US #40,NECAP Math Grades 3-8,44.10869565
2004-2005,2005,Mill River US #40,NECAP Reading Grades 3-8,48.78888889
2004-2005,2005,Mill River US #40,NECAP Writing Grade 8,42.19565217
2004-2005,2005,Millers Run School US #37,NECAP Math Grades 3-8,41.65591398
2004-2005,2005,Millers Run School US #37,NECAP Reading Grades 3-8,43.56818182
2004-2005,2005,Millers Run School US #37,NECAP Writing Grade 5,32.55
2004-2005,2005,Millers Run School US #37,NECAP Writing Grade 8,40.88888889
2004-2005,2005,Milton Elementary School,NECAP Math Grades 3-8,43.72289157
2004-2005,2005,Milton Elementary School,NECAP Reading Grades 3-8,43.38787879
2004-2005,2005,Milton Elementary School,NECAP Writing Grade 5,37.69105691
2004-2005,2005,Milton Middle School,NECAP Math Grades 3-8,40.67741935
2004-2005,2005,Milton Middle School,NECAP Reading Grades 3-8,43.376
2004-2005,2005,Milton Middle School,NECAP Writing Grade 8,38.47154472
2004-2005,2005,Missisquoi Valley UHS #7,NECAP Math Grades 3-8,35.87037037
2004-2005,2005,Missisquoi Valley UHS #7,NECAP Reading Grades 3-8,41.12962963
2004-2005,2005,Missisquoi Valley UHS #7,NECAP Writing Grade 8,33.86163522
2004-2005,2005,Molly Stark School,NECAP Math Grades 3-8,40.87064677
2004-2005,2005,Molly Stark School,NECAP Reading Grades 3-8,45.21827411
2004-2005,2005,Molly Stark School,NECAP Writing Grade 5,40.43333333
2004-2005,2005,Monkton Central School,NECAP Math Grades 3-8,47
2004-2005,2005,Monkton Central School,NECAP Reading Grades 3-8,45.2601626
2004-2005,2005,Monkton Central School,NECAP Writing Grade 5,42.75
2004-2005,2005,Montgomery Center School,NECAP Math Grades 3-8,46.58333333
2004-2005,2005,Montgomery Center School,NECAP Reading Grades 3-8,45.87671233
2004-2005,2005,Montgomery Center School,NECAP Writing Grade 5,44.5
2004-2005,2005,Montgomery Center School,NECAP Writing Grade 8,43.63636364
2004-2005,2005,Monument Elementary School,NECAP Math Grades 3-8,42.6344086
2004-2005,2005,Monument Elementary School,NECAP Reading Grades 3-8,44.82417582
2004-2005,2005,Monument Elementary School,NECAP Writing Grade 5,39.14285714
2004-2005,2005,Moretown Elementary School,NECAP Math Grades 3-8,46.55813953
2004-2005,2005,Moretown Elementary School,NECAP Reading Grades 3-8,47.96590909
2004-2005,2005,Moretown Elementary School,NECAP Writing Grade 5,39.15
2004-2005,2005,Morristown Elementary Schools,NECAP Math Grades 3-8,43.84210526
2004-2005,2005,Morristown Elementary Schools,NECAP Reading Grades 3-8,45.1460177
2004-2005,2005,Morristown Elementary Schools,NECAP Writing Grade 5,37.16666667
2004-2005,2005,Mt. Abraham UHS #28,NECAP Math Grades 3-8,39.4248366
2004-2005,2005,Mt. Abraham UHS #28,NECAP Reading Grades 3-8,41.36601307
2004-2005,2005,Mt. Abraham UHS #28,NECAP Writing Grade 8,34.89542484
2004-2005,2005,Mt. Anthony Union Middle School,NECAP Math Grades 3-8,41.60816327
2004-2005,2005,Mt. Anthony Union Middle School,NECAP Reading Grades 3-8,46.41563786
2004-2005,2005,Mt. Anthony Union Middle School,NECAP Writing Grade 8,43.47863248
2004-2005,2005,Mt. Holly School,NECAP Math Grades 3-8,41.05882353
2004-2005,2005,Mt. Holly School,NECAP Reading Grades 3-8,46.32692308
2004-2005,2005,Mt. Holly School,NECAP Writing Grade 5,38.78571429
2004-2005,2005,Neshobe School,NECAP Math Grades 3-8,39.4587156
2004-2005,2005,Neshobe School,NECAP Reading Grades 3-8,41.60093897
2004-2005,2005,Neshobe School,NECAP Writing Grade 5,29.925
2004-2005,2005,Newark School,NECAP Math Grades 3-8,45.21428571
2004-2005,2005,Newark School,NECAP Reading Grades 3-8,45.85714286
2004-2005,2005,Newark School,NECAP Writing Grade 5,
2004-2005,2005,Newark School,NECAP Writing Grade 8,
2004-2005,2005,Newbury Elementary School,NECAP Math Grades 3-8,44.94680851
2004-2005,2005,Newbury Elementary School,NECAP Reading Grades 3-8,45.7826087
2004-2005,2005,Newbury Elementary School,NECAP Writing Grade 5,34.78947368
2004-2005,2005,Newfane Elementary School,NECAP Math Grades 3-8,47.30666667
2004-2005,2005,Newfane Elementary School,NECAP Reading Grades 3-8,49.78666667
2004-2005,2005,Newfane Elementary School,NECAP Writing Grade 5,44.5
2004-2005,2005,Newport City Elementary Schools,NECAP Math Grades 3-8,40.3
2004-2005,2005,Newport City Elementary Schools,NECAP Reading Grades 3-8,42.27853881
2004-2005,2005,Newport City Elementary Schools,NECAP Writing Grade 5,36.15789474
2004-2005,2005,Newport City Elementary Schools,NECAP Writing Grade 8,
2004-2005,2005,Newport Town School,NECAP Math Grades 3-8,40.91780822
2004-2005,2005,Newport Town School,NECAP Reading Grades 3-8,41.45833333
2004-2005,2005,Newport Town School,NECAP Writing Grade 5,39.71428571
2004-2005,2005,Newton School,NECAP Math Grades 3-8,51.72580645
2004-2005,2005,Newton School,NECAP Reading Grades 3-8,57.67213115
2004-2005,2005,Newton School,NECAP Writing Grade 5,
2004-2005,2005,Newton School,NECAP Writing Grade 8,53.07692308
2004-2005,2005,North Bennington Graded School,NECAP Math Grades 3-8,43.81111111
2004-2005,2005,North Bennington Graded School,NECAP Reading Grades 3-8,44.03333333
2004-2005,2005,North Bennington Graded School,NECAP Writing Grade 5,37.95
2004-2005,2005,North Country Union Junior UHS #22B,NECAP Math Grades 3-8,37.54545455
2004-2005,2005,North Country Union Junior UHS #22B,NECAP Reading Grades 3-8,39.72727273
2004-2005,2005,North Country Union Junior UHS #22B,NECAP Writing Grade 8,34.37762238
2004-2005,2005,North Hero School,NECAP Math Grades 3-8,44.425
2004-2005,2005,North Hero School,NECAP Reading Grades 3-8,42.45
2004-2005,2005,North Hero School,NECAP Writing Grade 5,42.72727273
2004-2005,2005,North Hero School,NECAP Writing Grade 8,
2004-2005,2005,Northeast Primary School,NECAP Math Grades 3-8,46.5915493
2004-2005,2005,Northeast Primary School,NECAP Reading Grades 3-8,47.19444444
2004-2005,2005,Northfield Elementary School,NECAP Math Grades 3-8,43.97727273
2004-2005,2005,Northfield Elementary School,NECAP Reading Grades 3-8,42.70930233
2004-2005,2005,Northfield Elementary School,NECAP Writing Grade 5,37.40425532
2004-2005,2005,Northfield Middle/High School,NECAP Math Grades 3-8,40.64545455
2004-2005,2005,Northfield Middle/High School,NECAP Reading Grades 3-8,40.47706422
2004-2005,2005,Northfield Middle/High School,NECAP Writing Grade 8,34.28333333
2004-2005,2005,Northwest Primary School,NECAP Math Grades 3-8,39.95774648
2004-2005,2005,Northwest Primary School,NECAP Reading Grades 3-8,40.33333333
2004-2005,2005,Norton Village School,NECAP Math Grades 3-8,
2004-2005,2005,Norton Village School,NECAP Reading Grades 3-8,
2004-2005,2005,Norton Village School,NECAP Writing Grade 5,
2004-2005,2005,Oak Grove School,NECAP Math Grades 3-8,40.86419753
2004-2005,2005,Oak Grove School,NECAP Reading Grades 3-8,42.92405063
2004-2005,2005,Oak Grove School,NECAP Writing Grade 5,35.64285714
2004-2005,2005,Orange Center School,NECAP Math Grades 3-8,40.36206897
2004-2005,2005,Orange Center School,NECAP Reading Grades 3-8,46.05172414
2004-2005,2005,Orange Center School,NECAP Writing Grade 5,39.30769231
2004-2005,2005,Orange Center School,NECAP Writing Grade 8,
2004-2005,2005,Orchard School,NECAP Math Grades 3-8,48.09623431
2004-2005,2005,Orchard School,NECAP Reading Grades 3-8,51.18067227
2004-2005,2005,Orchard School,NECAP Writing Grade 5,46.55
2004-2005,2005,Orleans Elementary School,NECAP Math Grades 3-8,42.4137931
2004-2005,2005,Orleans Elementary School,NECAP Reading Grades 3-8,44.83146067
2004-2005,2005,Orleans Elementary School,NECAP Writing Grade 5,33.77777778
2004-2005,2005,Orleans Elementary School,NECAP Writing Grade 8,41.88
2004-2005,2005,Orwell Village School,NECAP Math Grades 3-8,42.58163265
2004-2005,2005,Orwell Village School,NECAP Reading Grades 3-8,42.85416667
2004-2005,2005,Orwell Village School,NECAP Writing Grade 5,34.75
2004-2005,2005,Orwell Village School,NECAP Writing Grade 8,35.73913043
2004-2005,2005,Ottauquechee School,NECAP Math Grades 3-8,44.02702703
2004-2005,2005,Ottauquechee School,NECAP Reading Grades 3-8,48.99324324
2004-2005,2005,Ottauquechee School,NECAP Writing Grade 5,47.64864865
2004-2005,2005,Otter Valley UHS #8,NECAP Math Grades 3-8,36.77678571
2004-2005,2005,Otter Valley UHS #8,NECAP Reading Grades 3-8,40.125
2004-2005,2005,Otter Valley UHS #8,NECAP Writing Grade 8,34.16814159
2004-2005,2005,Oxbow UHS #30,NECAP Math Grades 3-8,44.92592593
2004-2005,2005,Oxbow UHS #30,NECAP Reading Grades 3-8,46.12962963
2004-2005,2005,Oxbow UHS #30,NECAP Writing Grade 8,40.81132075
2004-2005,2005,Park Street School,NECAP Math Grades 3-8,41.51785714
2004-2005,2005,Park Street School,NECAP Reading Grades 3-8,44.02941176
2004-2005,2005,Park Street School,NECAP Writing Grade 5,37.51428571
2004-2005,2005,Peacham Elementary School,NECAP Math Grades 3-8,48.08108108
2004-2005,2005,Peacham Elementary School,NECAP Reading Grades 3-8,48.72222222
2004-2005,2005,Peacham Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Peoples Academy Middle School,NECAP Math Grades 3-8,41.78
2004-2005,2005,Peoples Academy Middle School,NECAP Reading Grades 3-8,46.20529801
2004-2005,2005,Peoples Academy Middle School,NECAP Writing Grade 8,45.36842105
2004-2005,2005,Plymouth Elementary School,NECAP Math Grades 3-8,37.46153846
2004-2005,2005,Plymouth Elementary School,NECAP Reading Grades 3-8,39
2004-2005,2005,Plymouth Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Pomfret School,NECAP Math Grades 3-8,48.68965517
2004-2005,2005,Pomfret School,NECAP Reading Grades 3-8,51.93103448
2004-2005,2005,Pomfret School,NECAP Writing Grade 5,40.23076923
2004-2005,2005,Porters Point School,NECAP Math Grades 3-8,47.68055556
2004-2005,2005,Porters Point School,NECAP Reading Grades 3-8,46.74324324
2004-2005,2005,Poultney Elementary School,NECAP Math Grades 3-8,41.67424242
2004-2005,2005,Poultney Elementary School,NECAP Reading Grades 3-8,44
2004-2005,2005,Poultney Elementary School,NECAP Writing Grade 5,34.92592593
2004-2005,2005,Poultney High School,NECAP Math Grades 3-8,40.54054054
2004-2005,2005,Poultney High School,NECAP Reading Grades 3-8,40.83783784
2004-2005,2005,Poultney High School,NECAP Writing Grade 8,36
2004-2005,2005,Pownal Elementary School,NECAP Math Grades 3-8,39.40983607
2004-2005,2005,Pownal Elementary School,NECAP Reading Grades 3-8,41.78142076
